,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
PALB2,-0.13383694,-0.07128763,0.21540178,0.06300684,-0.31225592,-0.35621995,0.1218196,0.24990003,0.27766046,-0.16981131,-0.069024235,-0.25117484,0.24227297,0.23528457,-0.23817721,0.40535462,0.20468545,0.033659004,0.21849987,0.3161733,-0.08011092,-0.058590114,0.3042503,0.34071732,0.17497085,-0.2924353,0.29565978,-0.22255766,-0.15814275,0.1524937,-0.24985832,-0.36761564,0.2077479,0.25499552,-0.38383737,-0.056123994,-0.20468828,0.34346688,-0.08042678,0.39974576,-0.3627067,0.25296175,0.3193645,0.20358607,0.1968362,0.2868826,-0.31092122,0.2865032,0.06532139,-0.20345074,-0.2659043,-0.3127827,0.12963793,-0.047820807,-0.26731163,0.090889074,-0.17131941,0.15759246,-0.17364132,0.31477043,-0.007994697,0.052161325,0.24199545,-0.28740975
KDM5A,-0.14409268,-0.07713071,0.22609313,0.06583546,-0.3227461,-0.37622267,0.13109103,0.2583351,0.2919398,-0.17633238,-0.075180195,-0.2648772,0.2546926,0.24975073,-0.2518079,0.42294556,0.2150734,0.0574255,0.23174869,0.32578,-0.08045687,-0.056360193,0.3181942,0.35306725,0.18348652,-0.31192148,0.30774784,-0.23373888,-0.16616769,0.16016828,-0.2608328,-0.37773442,0.21528482,0.2666266,-0.3988819,-0.058923542,-0.21303616,0.36434692,-0.09197782,0.41239357,-0.38091576,0.26358548,0.34211266,0.21268699,0.20121476,0.3018091,-0.31958762,0.29934567,0.06978975,-0.21343519,-0.27708137,-0.32487568,0.14051744,-0.055804342,-0.27910867,0.09292738,-0.17966813,0.16241753,-0.18260355,0.32343167,-0.020107733,0.055406604,0.25684634,-0.30462575
NF1,-0.1417508,-0.082653016,0.23444417,0.06752253,-0.3246001,-0.37765494,0.122101605,0.26319027,0.29594,-0.18083294,-0.07197104,-0.2651922,0.25334123,0.24219646,-0.24784806,0.4147237,0.21099561,0.07985507,0.22499748,0.32486662,-0.08340271,-0.08605641,0.32127082,0.35830224,0.18066509,-0.30950332,0.3049589,-0.23269732,-0.16384129,0.15741132,-0.26343456,-0.38806084,0.21474802,0.27068835,-0.39739063,-0.06079249,-0.21001133,0.36212695,-0.087586075,0.41234112,-0.37905627,0.26430118,0.34557995,0.20998713,0.20142993,0.3006283,-0.32249296,0.30047992,0.07013691,-0.2105805,-0.28162438,-0.32920176,0.1322307,-0.04688645,-0.285788,0.0905316,-0.18797898,0.16826025,-0.1803534,0.3244,-0.03777728,0.056091666,0.25618133,-0.30391508
JAK1,-0.13438895,-0.0696536,0.21683282,0.060188323,-0.3113793,-0.3561352,0.12843502,0.2533102,0.27843553,-0.16746747,-0.07206582,-0.247962,0.24458604,0.23855326,-0.24263963,0.40276173,0.20836768,0.0059172865,0.2241888,0.3168738,-0.070031784,-0.018382879,0.3083244,0.34161916,0.18039012,-0.29331917,0.29547584,-0.22653672,-0.15970883,0.15554827,-0.25624514,-0.3688563,0.20489211,0.25753766,-0.38327998,-0.057961874,-0.20487499,0.3451826,-0.08570778,0.39948756,-0.36250222,0.25338984,0.3191563,0.2026431,0.20094608,0.28776103,-0.31155407,0.28692207,0.062173802,-0.20480861,-0.26638713,-0.3157773,0.13172421,-0.057007875,-0.26937956,0.090160474,-0.17211576,0.16230242,-0.1764364,0.31312764,-0.0017275922,0.055287093,0.24746233,-0.28780705
ERCC4,-0.13827208,-0.07189912,0.2229197,0.06308876,-0.31809443,-0.36673254,0.12701577,0.25406346,0.2852255,-0.17462713,-0.0748865,-0.25897622,0.24912584,0.24130312,-0.24439836,0.41299132,0.20824236,0.011478264,0.22403777,0.32388264,-0.08173979,-0.029135473,0.31335282,0.35039753,0.17773533,-0.30153507,0.30465955,-0.23071119,-0.16230503,0.1569892,-0.258969,-0.3766765,0.2134465,0.26141953,-0.39122152,-0.059016075,-0.20890135,0.3550827,-0.08565152,0.4079564,-0.37191027,0.25987375,0.33146656,0.21021272,0.19994015,0.29480362,-0.3182816,0.29435974,0.065619096,-0.21035448,-0.27375078,-0.31937733,0.13749817,-0.049242575,-0.2766436,0.090879835,-0.17612419,0.16064516,-0.17548442,0.31923118,0.007587839,0.05222895,0.24948165,-0.29494983
GATA2,-0.13499111,-0.06819375,0.2189291,0.062443055,-0.31420258,-0.36305517,0.12068278,0.24954112,0.281639,-0.17214063,-0.07224388,-0.25716686,0.24328253,0.23607633,-0.23843677,0.41035488,0.20307596,0.01101312,0.21712999,0.31981564,-0.08632182,-0.045487378,0.30923438,0.34674335,0.17022428,-0.29668608,0.3019164,-0.22686923,-0.15960935,0.15311974,-0.25363243,-0.37180164,0.21294245,0.25774866,-0.38682628,-0.05706638,-0.20585267,0.35166383,-0.079018414,0.4054395,-0.36758277,0.25558788,0.3279016,0.20789388,0.19515893,0.29054642,-0.31468058,0.29039106,0.06650071,-0.20756373,-0.27042434,-0.3151809,0.1343167,-0.040965676,-0.27422822,0.08696447,-0.17209649,0.15506315,-0.17013602,0.31604984,0.0100107705,0.048320316,0.2436293,-0.2911151
H1-2,-0.13476042,-0.06363893,0.22176823,0.05944466,-0.32205138,-0.36944026,0.11608136,0.2537817,0.28465685,-0.1748003,-0.078905314,-0.2587632,0.24476177,0.2370462,-0.24188383,0.4161681,0.20512143,-0.043540224,0.22216994,0.3268484,-0.08747512,0.0029527657,0.313797,0.35164046,0.17364375,-0.30255684,0.30809355,-0.2296397,-0.16493313,0.15168199,-0.25511202,-0.37597406,0.21396104,0.25784054,-0.39594573,-0.061491717,-0.20678088,0.3520714,-0.07619044,0.41351897,-0.3753435,0.26180786,0.33256745,0.21261951,0.1981836,0.29276887,-0.32154226,0.2928732,0.065152854,-0.21031664,-0.27575108,-0.32300115,0.13499849,-0.03849563,-0.27672702,0.08926364,-0.17213948,0.15568234,-0.1697563,0.32339543,0.042195294,0.047561947,0.24889028,-0.29423648
DNMT3A,-0.13785389,-0.07011925,0.22404608,0.06122694,-0.31892788,-0.367324,0.1293643,0.25593746,0.285688,-0.17389125,-0.076694846,-0.25757116,0.24983862,0.24325497,-0.24633381,0.4117481,0.2098925,-0.012859302,0.22760811,0.32423908,-0.076075904,-0.0015359595,0.31661478,0.3514542,0.1821572,-0.30270857,0.304666,-0.23162386,-0.16280356,0.15866663,-0.2622276,-0.37757626,0.211844,0.2602238,-0.3910702,-0.061055146,-0.20999005,0.35487694,-0.08641608,0.40752682,-0.3716073,0.26074874,0.3302753,0.20970102,0.20299245,0.2948486,-0.3185985,0.2929678,0.063414715,-0.21148917,-0.27335417,-0.32213813,0.13887125,-0.053657353,-0.27719444,0.09072026,-0.17668176,0.16342533,-0.1761398,0.31797537,0.01610644,0.053534996,0.25234985,-0.29463375
ROS1,-0.14148098,-0.05958279,0.2396811,0.050364845,-0.33657226,-0.39175248,0.13986915,0.2779503,0.30712596,-0.18462461,-0.117649555,-0.26877502,0.26817405,0.25708342,-0.2599134,0.42091763,0.2237049,-0.27964813,0.26030278,0.338971,-0.06215188,0.28910917,0.34539902,0.37150437,0.20484897,-0.31995004,0.32566,-0.25586385,-0.17563449,0.16403255,-0.29085612,-0.3956582,0.2173491,0.26929706,-0.4104867,-0.07732612,-0.21681514,0.3757717,-0.10117173,0.4341334,-0.39669383,0.282047,0.354079,0.22312471,0.21989481,0.30364892,-0.3392691,0.3098581,0.06396093,-0.22683436,-0.2914431,-0.3453635,0.15717876,-0.07200175,-0.2961212,0.09108438,-0.18617253,0.17668882,-0.18689257,0.33491707,0.16992941,0.057871476,0.2820043,-0.30909076
LATS1,-0.1384938,-0.07520377,0.22179474,0.06487791,-0.31900796,-0.36568397,0.12711394,0.25312996,0.2846332,-0.17454162,-0.06761452,-0.25819933,0.2487112,0.24204236,-0.24450403,0.4131951,0.2091282,0.07102998,0.22179598,0.3234732,-0.07900867,-0.08226131,0.310653,0.34881836,0.17823425,-0.30060345,0.30220342,-0.22692291,-0.16081682,0.15771893,-0.2548778,-0.37549,0.21316573,0.26016256,-0.39129156,-0.05566614,-0.20946583,0.3521307,-0.08410981,0.4062264,-0.36962605,0.25812063,0.32779276,0.20847386,0.20036548,0.29456463,-0.3180839,0.29215175,0.06553486,-0.20979191,-0.2717762,-0.3179143,0.13316777,-0.05112724,-0.27383366,0.09288401,-0.17576772,0.16197786,-0.17726374,0.32012716,-0.031933855,0.05392742,0.24628109,-0.2949334
NFE2L2,-0.13311623,-0.068123005,0.21621868,0.061367705,-0.31618202,-0.3599205,0.119104356,0.2504053,0.2789286,-0.17079577,-0.06756322,-0.25450104,0.24276298,0.23598841,-0.23865089,0.4093305,0.20268905,0.030244783,0.21816185,0.31937486,-0.080544405,-0.057478655,0.30796972,0.3439767,0.1748156,-0.2936949,0.29757234,-0.22275232,-0.15848316,0.15290156,-0.2504258,-0.36961055,0.2065045,0.25345016,-0.3871933,-0.0570226,-0.20417842,0.3435511,-0.079009525,0.4023888,-0.36254072,0.25404042,0.3194553,0.2062958,0.19862743,0.28709698,-0.31252483,0.28476214,0.06523886,-0.2051405,-0.26737148,-0.3154639,0.12950264,-0.044236295,-0.2691673,0.09017615,-0.1694982,0.15708664,-0.17131393,0.3135029,-0.008072836,0.051085547,0.24203037,-0.28929806
RAF1,-0.13420945,-0.06827865,0.21662666,0.060222544,-0.31429958,-0.35942468,0.12362863,0.2528968,0.2793672,-0.16974995,-0.07164862,-0.2524884,0.24538209,0.23733315,-0.24053426,0.40705967,0.2065638,0.0010556262,0.2220879,0.31841213,-0.0761883,-0.020896843,0.308098,0.3435414,0.17790145,-0.29520208,0.2990205,-0.22512439,-0.15927887,0.15448818,-0.25386602,-0.3701471,0.20743775,0.25640184,-0.38581103,-0.056704514,-0.20522797,0.34505618,-0.082516775,0.40291578,-0.3651613,0.25405437,0.3212201,0.20488389,0.19955431,0.2883108,-0.31409848,0.28796935,0.06360097,-0.20538136,-0.2676627,-0.3157084,0.13057701,-0.049939588,-0.26989076,0.091210976,-0.17110878,0.15951109,-0.1751978,0.315815,0.007073641,0.053732343,0.24574,-0.28921717
RPS6KA4,-0.14146061,-0.07892806,0.21154906,0.06260927,-0.30290622,-0.3594256,0.12252757,0.25127807,0.27961937,-0.16795066,-0.06730025,-0.25200266,0.24511324,0.23913857,-0.2408284,0.4115374,0.20660275,0.072806805,0.22053754,0.31427008,-0.079144046,-0.07720806,0.30292305,0.3350986,0.17516325,-0.2905166,0.29283342,-0.22714972,-0.15938297,0.15505332,-0.24924386,-0.3586425,0.20143704,0.259155,-0.3846323,-0.05333157,-0.20555635,0.34911937,-0.08988241,0.40007105,-0.36271864,0.2494305,0.3235828,0.19848502,0.19686429,0.29346657,-0.3018817,0.28888854,0.07202266,-0.19949655,-0.26518115,-0.31202596,0.12887715,-0.05760715,-0.26485214,0.089422144,-0.17366123,0.15427008,-0.1778616,0.31041342,-0.03409605,0.05697216,0.24723053,-0.2916115
NCOR1,-0.1410079,-0.062385798,0.2389033,0.05190806,-0.33669758,-0.39066023,0.13772248,0.2758656,0.30562812,-0.18452266,-0.11083612,-0.26700673,0.2677888,0.25609887,-0.25869334,0.42036855,0.22200125,-0.23778853,0.2575108,0.33873227,-0.06130386,0.24848312,0.342765,0.37108588,0.2035042,-0.31611586,0.3223903,-0.25294316,-0.17366436,0.1623389,-0.28761524,-0.39420018,0.21611592,0.26828098,-0.40923685,-0.07402527,-0.21673232,0.3729081,-0.09937741,0.43265572,-0.39378095,0.27954602,0.34931785,0.2213382,0.22025792,0.30282414,-0.33792287,0.30697107,0.06406178,-0.22484255,-0.28976786,-0.34365714,0.15251924,-0.07214446,-0.29385436,0.09156904,-0.18602426,0.17729104,-0.18588318,0.33314618,0.14304274,0.058474936,0.27962148,-0.3076569
AKT3,-0.13008562,-0.06572671,0.2099512,0.059390325,-0.309483,-0.3519568,0.115044355,0.24555829,0.2732498,-0.16734484,-0.06775934,-0.2488718,0.23879191,0.22968145,-0.23185101,0.40169978,0.1988123,0.004025452,0.21443468,0.31362355,-0.08217949,-0.04103138,0.30134195,0.33700138,0.16991691,-0.28670365,0.292655,-0.21958777,-0.1554636,0.14802015,-0.2456173,-0.36233678,0.20228907,0.2499728,-0.37948936,-0.05509431,-0.20041814,0.33771107,-0.076374635,0.3972267,-0.35783637,0.2500037,0.31442106,0.20239022,0.19414258,0.2807464,-0.3064875,0.27962136,0.063861996,-0.200782,-0.26282883,-0.30915636,0.12638691,-0.04099004,-0.2643914,0.08810457,-0.16713032,0.15190452,-0.16730013,0.30948764,0.010099633,0.049825236,0.23861174,-0.28296214
STAG2,-0.13871168,-0.07139033,0.22310415,0.06202156,-0.31940836,-0.36732852,0.12774889,0.25618678,0.28599802,-0.1753368,-0.076722585,-0.25904298,0.25009713,0.242743,-0.24584627,0.41355243,0.21065333,0.0027985359,0.22575034,0.32513893,-0.07959473,-0.016369395,0.31394345,0.35035753,0.17980598,-0.3027457,0.30578816,-0.23122455,-0.16380417,0.158422,-0.25913563,-0.37741524,0.21351756,0.26188886,-0.394494,-0.059704013,-0.20982575,0.35503286,-0.08608548,0.41004622,-0.37358057,0.26076072,0.331708,0.21056283,0.20159242,0.29587966,-0.32065645,0.29529732,0.06614965,-0.21095286,-0.2746183,-0.32038432,0.13714015,-0.051865518,-0.2763676,0.092249244,-0.17620194,0.16193333,-0.1775303,0.3225739,0.010425106,0.053360306,0.25062937,-0.29583776
PAX5,-0.13680467,-0.07190606,0.21952307,0.06314146,-0.31477726,-0.36170876,0.1239094,0.25131026,0.2819331,-0.17198665,-0.069514245,-0.2559682,0.24537063,0.23845069,-0.24080995,0.40990177,0.20668833,0.035943564,0.21966858,0.32036898,-0.08209394,-0.05984679,0.30902416,0.34639752,0.17429394,-0.29682857,0.29930654,-0.22681837,-0.15925458,0.15426771,-0.25345945,-0.37227905,0.21066637,0.25952962,-0.3880338,-0.05675384,-0.20638612,0.34984595,-0.082269445,0.40367603,-0.3658687,0.25475815,0.32557422,0.20682767,0.19780995,0.29101607,-0.31502327,0.29008493,0.06628498,-0.20692518,-0.2690306,-0.31558916,0.13314605,-0.046432637,-0.27222976,0.089008406,-0.17297307,0.15859362,-0.17406605,0.3166597,-0.0077427616,0.052045107,0.24426644,-0.29251412
PDGFRB,-0.13822559,-0.06591223,0.22164589,0.057890967,-0.318702,-0.36764458,0.12946242,0.2607529,0.28664136,-0.17325655,-0.082761586,-0.25710773,0.2511001,0.24386594,-0.24646944,0.41296148,0.21212263,-0.06514163,0.23155063,0.3251933,-0.07253365,0.058025606,0.31592822,0.35114145,0.18561225,-0.30242336,0.3080154,-0.23333678,-0.16517678,0.16045038,-0.2637388,-0.37800762,0.21149743,0.26080546,-0.3936897,-0.060635865,-0.20953616,0.35410076,-0.08913397,0.4115548,-0.3743598,0.26096228,0.33024514,0.20979905,0.20648742,0.29524806,-0.32181212,0.2959965,0.064485855,-0.21115163,-0.27397293,-0.32336715,0.13757616,-0.057503812,-0.27688128,0.092716604,-0.1763867,0.16416043,-0.17856175,0.322545,0.04411029,0.056861863,0.2549424,-0.2948053
RECQL4,-0.13358474,-0.07149616,0.21294871,0.06422198,-0.31014687,-0.35320938,0.12133693,0.25004047,0.27574074,-0.16738051,-0.06440114,-0.24858601,0.24129838,0.23434237,-0.23740867,0.40299582,0.20388103,0.043001495,0.21693875,0.3136129,-0.07768025,-0.066523954,0.30260748,0.34030145,0.17468727,-0.2877885,0.29219037,-0.22191629,-0.15680519,0.15198268,-0.24800776,-0.36540204,0.20519891,0.25420415,-0.38090754,-0.055481978,-0.20283139,0.33983952,-0.08149577,0.3964432,-0.35976765,0.24857868,0.31370565,0.20224077,0.19858433,0.28418285,-0.30903095,0.28305796,0.06603557,-0.20170885,-0.263412,-0.31229806,0.12579566,-0.048936862,-0.2649889,0.09108438,-0.17004597,0.15865283,-0.1739423,0.3111986,-0.016640365,0.05607721,0.24058807,-0.28584
SMAD3,-0.14154269,-0.076442674,0.2216495,0.06759654,-0.31966048,-0.37589136,0.10318032,0.2612193,0.2917271,-0.17936775,-0.078747794,-0.27053323,0.23652932,0.23921971,-0.23768398,0.4145772,0.2044165,0.0082696155,0.2166824,0.320493,-0.107590124,-0.053125765,0.31155103,0.33624145,0.170635,-0.29693067,0.29749006,-0.23189533,-0.17039351,0.15163338,-0.24002175,-0.35539356,0.20295084,0.2585386,-0.40052137,-0.06334141,-0.20311072,0.3522947,-0.074172094,0.41084415,-0.36843204,0.26054648,0.33861226,0.20977312,0.19860697,0.29924932,-0.31048194,0.28561312,0.080407344,-0.20528182,-0.27197707,-0.32054415,0.12386683,-0.033816382,-0.26999563,0.09065584,-0.17960048,0.14760306,-0.17990965,0.32197306,0.013927769,0.053558543,0.24093401,-0.3012615
PRKN,-0.13483077,-0.06927485,0.21476956,0.061127067,-0.3084945,-0.35566437,0.12572157,0.25115526,0.2779248,-0.16805115,-0.073398784,-0.2507465,0.24292079,0.23661584,-0.23896873,0.40329358,0.20583029,-0.0064958837,0.2207673,0.31581923,-0.07849862,-0.016904319,0.3055588,0.34083855,0.17355488,-0.29153863,0.29601452,-0.22651632,-0.15905182,0.1530169,-0.25342888,-0.36735618,0.2062825,0.25771913,-0.38318762,-0.057244495,-0.20321003,0.3460382,-0.084961995,0.39951736,-0.36250532,0.25139505,0.32046714,0.20299405,0.19731002,0.28822476,-0.31058478,0.28768694,0.06583021,-0.20297968,-0.2656667,-0.31175315,0.1329228,-0.05042017,-0.26903528,0.08767669,-0.17095363,0.15826473,-0.17423719,0.31320074,0.014884928,0.053117953,0.24416123,-0.2870868
IGF1R,-0.15137142,-0.0869856,0.23320718,0.07053823,-0.32271397,-0.38875765,0.12297653,0.26723865,0.3050012,-0.18328974,-0.07649548,-0.2826001,0.25189388,0.25630972,-0.25093603,0.42891747,0.21945938,0.07226724,0.22847451,0.3298902,-0.09795475,-0.07876309,0.32746017,0.35160846,0.17919265,-0.31366652,0.3062836,-0.24541548,-0.17039818,0.16310447,-0.26042086,-0.37530535,0.21235704,0.2761348,-0.405761,-0.06150635,-0.21364321,0.37696338,-0.08960179,0.41890442,-0.3790505,0.26928338,0.35851243,0.21305406,0.2035946,0.31464222,-0.32225716,0.30281386,0.07672033,-0.21419859,-0.28223076,-0.32700238,0.13878746,-0.044492062,-0.28180465,0.08684262,-0.1895123,0.15938593,-0.19089127,0.32560843,-0.027629947,0.058729142,0.25424975,-0.31853658
