,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7
CRISPLD1_cnv,0.0014713854,-0.0021098815,-0.0051060263,0.0045191757,0.00064470246,-0.0024102982,-0.0037947935,0.008266683
CASC9_cnv,0.0014742864,-0.0021185083,-0.005098205,0.0045251762,0.00062909536,-0.0024007298,-0.0037625604,0.008248138
HNF4G_cnv,0.0014623618,-0.0020825528,-0.005130578,0.004500134,0.00069351215,-0.002440541,-0.0038964455,0.008325278
ZFHX4_cnv,0.0014335271,-0.0019961572,-0.0052084327,0.0044399397,0.00084841065,-0.0025362978,-0.0042183893,0.008510772
PEX2_cnv,0.001429067,-0.001982551,-0.0052204207,0.004430432,0.0008719163,-0.002551305,-0.0042684725,0.008539771
PKIA_cnv,0.0014244746,-0.0019689081,-0.0052327216,0.004420926,0.0008963626,-0.002566442,-0.0043193363,0.008569087
ZC2HC1A_cnv,0.001429067,-0.001982551,-0.0052204207,0.004430431,0.0008719163,-0.002551305,-0.0042684725,0.008539771
IL7_cnv,0.0014200946,-0.0019554566,-0.0052446574,0.0044115307,0.00091994833,-0.0025812844,-0.004369047,0.0085978
STMN2_cnv,0.0014200956,-0.0019554566,-0.0052446574,0.0044115307,0.00091994833,-0.0025812844,-0.004369047,0.0085978
HEY1_cnv,0.0013384027,-0.0017059459,-0.005462881,0.0042370204,0.0013459688,-0.0028562509,-0.0052846023,0.009128575
MRPS28_cnv,0.0013384027,-0.0017059459,-0.0054628793,0.0042370204,0.0013459688,-0.0028562509,-0.0052846023,0.009128575
TPD52_cnv,0.0013384027,-0.0017059459,-0.005462881,0.0042370204,0.0013459688,-0.0028562509,-0.0052846023,0.009128575
RN7SL41P_cnv,0.0013383152,-0.0017056549,-0.0054631196,0.004236822,0.0013464326,-0.0028565656,-0.005285626,0.009129178
ZBTB10_cnv,0.0013383161,-0.0017056544,-0.0054631196,0.004236822,0.0013464317,-0.0028565656,-0.005285626,0.009129178
RN7SL107P_cnv,0.0013379594,-0.0017045182,-0.005464088,0.0042360313,0.0013483102,-0.0028578048,-0.0052897246,0.009131575
ZNF704_cnv,0.0013416549,-0.0017159497,-0.0054542236,0.004244035,0.0013291901,-0.0028452436,-0.005248062,0.009107364
RN7SL308P_cnv,0.0013448996,-0.0017259922,-0.0054455474,0.0042510666,0.0013123658,-0.0028342074,-0.005211435,0.009086087
PAG1_cnv,0.0013578087,-0.0017659613,-0.005411003,0.004279048,0.001245386,-0.0027902862,-0.0050656865,0.009001421
FABP5_cnv,0.0013613552,-0.0017769202,-0.005401533,0.004286724,0.001227037,-0.0027782395,-0.0050257253,0.008978204
PMP2_cnv,0.0013651717,-0.0017887531,-0.005391311,0.0042950027,0.0012072017,-0.002765243,-0.004982593,0.008953149
FABP9_cnv,0.0013651717,-0.0017887531,-0.005391311,0.0042950027,0.0012072017,-0.002765243,-0.004982593,0.008953149
FABP4_cnv,0.0013651717,-0.0017887531,-0.005391311,0.0042950027,0.0012072017,-0.002765243,-0.004982593,0.008953149
FABP12_cnv,0.0013964195,-0.0018845121,-0.005307585,0.004361999,0.0010437295,-0.0026597478,-0.004631299,0.0087495055
IMPA1_cnv,0.0013964195,-0.0018845121,-0.005307585,0.004361999,0.0010437295,-0.0026597478,-0.0046312995,0.0087495055
SLC10A5_cnv,0.0013964195,-0.0018845121,-0.005307585,0.004361999,0.0010437295,-0.0026597478,-0.0046312995,0.0087495055
ZFAND1_cnv,0.0013964195,-0.0018845121,-0.005307587,0.004361999,0.0010437286,-0.0026597478,-0.0046312995,0.0087495055
CHMP4C_cnv,0.0013964195,-0.0018845121,-0.005307587,0.004361999,0.0010437286,-0.0026597474,-0.0046312995,0.0087495055
SNX16_cnv,0.0013537537,-0.0017533,-0.0054220147,0.004270212,0.0012668399,-0.0028041871,-0.00511199,0.009028232
RALYL_cnv,0.0013537537,-0.0017533,-0.005422013,0.004270212,0.0012668408,-0.0028041876,-0.0051119896,0.009028232
LRRCC1_cnv,0.0013537537,-0.0017533,-0.0054220147,0.004270212,0.0012668399,-0.0028041871,-0.00511199,0.009028232
E2F5_cnv,0.0013537537,-0.0017533004,-0.005422013,0.004270212,0.0012668408,-0.0028041876,-0.00511199,0.009028232
CA13_cnv,0.0013537537,-0.0017533004,-0.005422013,0.004270212,0.0012668408,-0.0028041876,-0.00511199,0.009028232
CA1_cnv,0.00134046,-0.0017124424,-0.0054573175,0.0042415857,0.001335186,-0.0028491495,-0.00526109,0.009114885
CA3_cnv,0.0013404405,-0.0017123898,-0.005457366,0.0042415448,0.0013352754,-0.002849203,-0.0052612717,0.009114995
CA2_cnv,0.0013404209,-0.0017123166,-0.0054574236,0.0042414945,0.0013353983,-0.0028492822,-0.005261527,0.009115145
REXO1L11P_cnv,0.00134023,-0.0017117215,-0.005457932,0.0042410763,0.001336392,-0.0028499374,-0.0052636894,0.009116407
ATP6V0D2_cnv,0.00134023,-0.0017117215,-0.005457934,0.0042410763,0.001336392,-0.0028499374,-0.0052636885,0.009116407
PSKH2_cnv,0.0013401425,-0.0017114617,-0.0054581575,0.004240893,0.0013368316,-0.0028502257,-0.005264642,0.0091169635
SLC7A13_cnv,0.0013401182,-0.0017113914,-0.0054582227,0.0042408416,0.0013369536,-0.002850301,-0.0052649,0.009117113
WWP1_cnv,0.0013400707,-0.0017112447,-0.005458351,0.004240739,0.0013371976,-0.002850465,-0.005265447,0.009117427
RMDN1_cnv,0.0012938362,-0.0015660208,-0.0055820774,0.0041389065,0.0015749242,-0.0030094371,-0.0057908795,0.009423497
CPNE3_cnv,0.0012938352,-0.0015660208,-0.0055820774,0.0041389065,0.0015749242,-0.0030094371,-0.0057908795,0.009423497
CNGB3_cnv,0.0012808014,-0.0015244624,-0.005616881,0.0041096834,0.0016410621,-0.0030547949,-0.0059399954,0.009510644
CNBD1_cnv,0.0012808004,-0.0015244624,-0.005616883,0.0041096834,0.0016410621,-0.0030547949,-0.0059399954,0.009510644
DCAF4L2_cnv,0.0012808004,-0.0015244624,-0.005616883,0.0041096834,0.0016410621,-0.0030547949,-0.0059399954,0.009510644
MMP16_cnv,0.0012583481,-0.001452887,-0.0056764893,0.0040593324,0.001753781,-0.003132855,-0.006196085,0.009660493
RNA5SP272_cnv,0.001243012,-0.0014038361,-0.005717136,0.0040248027,0.00183044,-0.0031863097,-0.006371178,0.009763038
RIPK2_cnv,0.0012062136,-0.001286299,-0.0058145765,0.003942065,0.0020141508,-0.0033144243,-0.006790836,0.010008826
OSGIN2_cnv,0.0012017488,-0.0012719454,-0.0058264993,0.0039319647,0.0020366786,-0.0033300556,-0.006842121,0.010038832
NBN_cnv,0.0012017488,-0.0012719454,-0.0058264993,0.0039319647,0.0020366786,-0.0033300556,-0.006842121,0.010038832
DECR1_cnv,0.0012017488,-0.0012719454,-0.0058264993,0.0039319647,0.0020366786,-0.0033300556,-0.006842121,0.010038832
CALB1_cnv,0.0011810753,-0.0012059687,-0.0058805607,0.0038854983,0.002137635,-0.0034018522,-0.0070763766,0.010176374
LINC00534_cnv,0.0011801962,-0.0012030783,-0.0058829095,0.0038834633,0.0021419926,-0.003404981,-0.00708657,0.010182369
RNA5SP273_cnv,0.0011801962,-0.0012030778,-0.0058829114,0.0038834633,0.0021419926,-0.003404981,-0.007086569,0.010182369
TMEM64_cnv,0.0011801962,-0.0012030783,-0.0058829114,0.0038834633,0.0021419926,-0.003404981,-0.00708657,0.010182369
NECAB1_cnv,0.0011801962,-0.0012030783,-0.0058829095,0.0038834633,0.0021419926,-0.003404981,-0.007086569,0.010182369
OTUD6B_cnv,0.0011721859,-0.0011768993,-0.0059040766,0.0038650027,0.0021812394,-0.003433351,-0.0071788286,0.010236641
LRRC69_cnv,0.0011519268,-0.0011107051,-0.0059575476,0.0038183015,0.0022802586,-0.0035050814,-0.007412018,0.010373861
SLC26A7_cnv,0.0011485256,-0.00109958,-0.0059664883,0.003810444,0.0022967672,-0.0035171323,-0.007451138,0.0103969015
RN7SKP231_cnv,0.0011407277,-0.001074099,-0.005987009,0.0037924554,0.0023347046,-0.0035447427,-0.0075408057,0.010449694
RUNX1T1_cnv,0.0011386471,-0.0010672961,-0.005992474,0.0037876535,0.0023447499,-0.0035521132,-0.0075647044,0.010463774
TRIQK_cnv,0.0011346843,-0.0010543177,-0.0060028955,0.0037784884,0.0023639435,-0.0035661664,-0.007610298,0.010490638
LINC00535_cnv,0.0011318671,-0.0010451092,-0.0060102902,0.003771983,0.0023775725,-0.0035761413,-0.0076426608,0.010509704
RNA5SP274_cnv,0.0011302903,-0.0010399474,-0.006014427,0.0037683407,0.0023851804,-0.0035817246,-0.0076607787,0.0105203865
RBM12B_cnv,0.0011226991,-0.00101492,-0.006034389,0.0037506465,0.002421799,-0.003608794,-0.00774842,0.01057208
TMEM67_cnv,0.0011021439,-0.0009470484,-0.006088389,0.0037026722,0.0025206553,-0.0036821403,-0.007985732,0.010712131
PDP1_cnv,0.0010974705,-0.00093161454,-0.006100662,0.003691759,0.0025431206,-0.003698824,-0.008039696,0.010743981
CDH17_cnv,0.0010960093,-0.00092680193,-0.0061044786,0.0036883587,0.0025500655,-0.0037040291,-0.008056505,0.010753904
GEM_cnv,0.0010960093,-0.00092680193,-0.0061044786,0.0036883587,0.0025500655,-0.0037040291,-0.008056505,0.0107539045
FSBP_cnv,0.0010960093,-0.00092680193,-0.0061044786,0.0036883587,0.0025500655,-0.0037040291,-0.008056505,0.0107539045
RAD54B_cnv,0.0010928893,-0.00091648614,-0.006112637,0.0036810823,0.0025649415,-0.0037151692,-0.008092465,0.010775144
ESRP1_cnv,0.0010892656,-0.0009045368,-0.006122114,0.0036726436,0.002582184,-0.0037280899,-0.008134218,0.010799789
DPY19L4_cnv,0.0010892665,-0.0009045368,-0.006122116,0.003672644,0.002582184,-0.0037280894,-0.008134218,0.010799789
INTS8_cnv,0.0010925941,-0.0009155078,-0.006113408,0.0036803968,0.0025663218,-0.0037162318,-0.008095892,0.010777164
CCNE2_cnv,0.0010925941,-0.0009155078,-0.006113408,0.0036803968,0.0025663218,-0.0037162318,-0.008095892,0.010777164
NDUFAF6_cnv,0.0011036564,-0.0009520184,-0.006084418,0.0037061991,0.0025134543,-0.0036767852,-0.00796837,0.010701872
TP53INP1_cnv,0.0011123475,-0.0009807893,-0.0060615987,0.0037265308,0.0024717757,-0.0036457097,-0.007867904,0.010642561
PLEKHF2_cnv,0.0011113472,-0.0009774752,-0.0060642324,0.0037241857,0.002476587,-0.0036492888,-0.007879475,0.010649393
GDF6_cnv,0.0011113472,-0.0009774752,-0.0060642324,0.0037241857,0.002476588,-0.0036492888,-0.007879475,0.010649393
PTDSS1_cnv,0.0011106841,-0.0009752703,-0.006065972,0.0037226276,0.0024797888,-0.0036516674,-0.007887162,0.010653935
UQCRB_cnv,0.0011113472,-0.0009774757,-0.0060642306,0.0037241867,0.002476588,-0.0036492888,-0.007879477,0.010649393
SDC2_cnv,0.0011129724,-0.0009828578,-0.0060599595,0.0037279883,0.002468763,-0.003643483,-0.007860685,0.010638299
CPQ_cnv,0.0011113919,-0.0009775069,-0.0060642064,0.0037241932,0.0024765301,-0.003649244,-0.007879365,0.010649323
TSPYL5_cnv,0.0011103516,-0.00097408704,-0.0060669277,0.0037217773,0.0024815015,-0.0036529433,-0.007891331,0.010656383
MTDH_cnv,0.0011103516,-0.00097408704,-0.0060669277,0.0037217773,0.0024815025,-0.0036529433,-0.007891331,0.010656383
LAPTM4B_cnv,0.0011103526,-0.0009740866,-0.0060669295,0.0037217764,0.0024815025,-0.0036529433,-0.007891331,0.010656383
MATN2_cnv,0.0011103526,-0.0009740866,-0.0060669277,0.0037217773,0.0024815006,-0.0036529433,-0.007891331,0.010656383
RPL30_cnv,0.0011093486,-0.0009707692,-0.006069565,0.0037194248,0.0024863305,-0.0036565312,-0.007902931,0.010663229
POP1_cnv,0.001082506,-0.00088182325,-0.006139988,0.0036565592,0.0026147524,-0.0037525627,-0.008213248,0.0108465
NIPAL2_cnv,0.001082506,-0.00088182325,-0.00613999,0.0036565592,0.0026147524,-0.0037525631,-0.008213248,0.0108465
STK3_cnv,0.0010766396,-0.00086211925,-0.006155437,0.0036426112,0.0026427452,-0.0037737926,-0.00828165,0.010886961
KCNS2_cnv,0.0010728082,-0.00084922416,-0.006165551,0.0036334791,0.0026610717,-0.0037876815,-0.008326411,0.01091344
RN7SKP85_cnv,0.0010770578,-0.00086349575,-0.006154362,0.0036435807,0.0026407978,-0.0037723058,-0.0082768705,0.010884136
OSR2_cnv,0.0010474594,-0.0007641041,-0.006232068,0.0035732104,0.0027812785,-0.0038793413,-0.008621456,0.0110880975
VPS13B_cnv,0.0010455288,-0.0007575904,-0.0062371865,0.0035686027,0.0027905852,-0.003886357,-0.008644097,0.011101474
RN7SL350P_cnv,0.001024534,-0.0006870949,-0.006292073,0.0035186638,0.00288942,-0.003962243,-0.008888019,0.011245982
COX6C_cnv,0.0010289932,-0.00070211897,-0.0062804464,0.0035293112,0.0028685844,-0.003946091,-0.008836195,0.011215245
RGS22_cnv,0.0010289922,-0.00070211897,-0.0062804464,0.0035293112,0.0028685844,-0.003946091,-0.008836193,0.011215245
FBXO43_cnv,0.0010018442,-0.0006109625,-0.006351033,0.0034647193,0.002995112,-0.0040441393,-0.009150788,0.011401826
POLR2K_cnv,0.0009979429,-0.0005979119,-0.0063611213,0.0034554875,0.0030131731,-0.004058162,-0.009195751,0.011428492
SPAG1_cnv,0.0010105167,-0.00064006867,-0.006328523,0.0034853495,0.0029548192,-0.0040128333,-0.009050401,0.0113422675
RNF19A_cnv,0.0009975098,-0.00059642177,-0.0063622817,0.0034544324,0.0030152434,-0.0040597534,-0.00920088,0.011431529
ANKRD46_cnv,0.0009966344,-0.0005935845,-0.0063644703,0.0034524323,0.0030191457,-0.0040628016,-0.009210642,0.011437327
SNX31_cnv,0.0009968085,-0.00059418334,-0.0063640103,0.0034528538,0.0030183261,-0.0040621688,-0.009208599,0.011436116
PABPC1_cnv,0.0009981953,-0.00059884693,-0.006360423,0.0034561618,0.0030119317,-0.0040571536,-0.009192547,0.011426585
RNU6ATAC41P_cnv,0.0009981953,-0.00059884693,-0.006360423,0.0034561618,0.0030119317,-0.0040571536,-0.009192547,0.011426585
YWHAZ_cnv,0.0009989794,-0.0006015226,-0.006358359,0.0034580575,0.0030082557,-0.0040542795,-0.0091833435,0.011421127
RN7SL685P_cnv,0.0010001631,-0.0006056032,-0.0063552316,0.0034609395,0.0030026725,-0.0040499265,-0.009169381,0.011412853
RN7SKP249_cnv,0.0010001631,-0.0006056032,-0.0063552316,0.00346094,0.0030026725,-0.0040499265,-0.009169381,0.011412853
ZNF706_cnv,0.0010002153,-0.0006057974,-0.0063550863,0.0034610773,0.0030024173,-0.004049724,-0.009168729,0.011412467
RN7SL563P_cnv,0.0010002153,-0.0006057974,-0.0063550863,0.0034610773,0.0030024173,-0.004049724,-0.009168729,0.011412467
GRHL2_cnv,0.0010000616,-0.00060523394,-0.0063555185,0.0034606848,0.0030031763,-0.0040503107,-0.009170609,0.011413572
NCALD_cnv,0.0010014931,-0.00061007496,-0.00635178,0.0034641204,0.0029964978,-0.0040451037,-0.009153917,0.011403652
RRM2B_cnv,0.001001494,-0.00061007496,-0.006351782,0.0034641214,0.0029964978,-0.0040451027,-0.009153917,0.011403652
UBR5_cnv,0.0010004602,-0.0006065648,-0.0063544866,0.003461631,0.003001335,-0.00404887,-0.009166,0.011410821
RNU6ATAC8P_cnv,0.0010019913,-0.0006117448,-0.006350491,0.003465306,0.0029941946,-0.0040432997,-0.0091481395,0.011400218
ODF1_cnv,0.0010014037,-0.00060978346,-0.006351996,0.0034639137,0.002996901,-0.0040454147,-0.009154914,0.01140425
KLF10_cnv,0.0009960383,-0.00059163244,-0.0063659716,0.0034510405,0.0030218195,-0.004064926,-0.009217391,0.01144135
AZIN1_cnv,0.0009939121,-0.0005844338,-0.0063715167,0.003445936,0.0030317223,-0.004072656,-0.009242171,0.01145606
ATP6V1C1_cnv,0.0009939121,-0.0005844338,-0.0063715167,0.003445936,0.0030317223,-0.004072656,-0.00924217,0.01145606
BAALC_cnv,0.0009926651,-0.00058021117,-0.0063747615,0.0034429384,0.0030375095,-0.004077196,-0.009256706,0.01146469
FZD6_cnv,0.0009926651,-0.0005802107,-0.0063747633,0.0034429384,0.0030375095,-0.004077196,-0.009256706,0.011464689
CTHRC1_cnv,0.0009850403,-0.00055429107,-0.006394636,0.0034245537,0.0030729044,-0.0041050264,-0.009345761,0.011517571
SLC25A32_cnv,0.0009780386,-0.00053041475,-0.006412927,0.0034076255,0.0031054523,-0.0041306294,-0.009427713,0.011566252
DCAF13_cnv,0.0009766156,-0.0005256352,-0.0064165983,0.0034042336,0.0031119743,-0.004135769,-0.009444136,0.011576006
RIMS2_cnv,0.0009700097,-0.00050316704,-0.0064337775,0.0033882977,0.003142491,-0.0041598794,-0.009521218,0.011621797
DPYS_cnv,0.00097001065,-0.00050316704,-0.0064337775,0.0033882977,0.003142492,-0.0041598794,-0.009521216,0.011621797
DCSTAMP_cnv,0.0009673061,-0.00049396604,-0.006440809,0.0033817752,0.003154981,-0.004169751,-0.009552771,0.011640543
LRP12_cnv,0.0009673061,-0.00049396604,-0.006440811,0.0033817752,0.003154981,-0.004169751,-0.009552773,0.011640543
ZFPM2_cnv,0.0009710118,-0.00050644996,-0.0064312555,0.0033906149,0.0031380095,-0.0041563353,-0.009509904,0.011615073
OXR1_cnv,0.000980936,-0.0005399757,-0.0064055566,0.0034143915,0.003092315,-0.0041203224,-0.009394761,0.011546678
ABRA_cnv,0.000980936,-0.0005399757,-0.0064055566,0.003414391,0.003092315,-0.004120322,-0.009394761,0.011546678
ANGPT1_cnv,0.000983512,-0.00054873945,-0.006398866,0.0034206011,0.0030804416,-0.004110921,-0.009364713,0.011528824
RNA5SP275_cnv,0.0009930292,-0.0005809963,-0.0063740257,0.0034434618,0.0030360771,-0.004076284,-0.009253712,0.011462948
RSPO2_cnv,0.001011841,-0.0006444338,-0.0063251145,0.0034884466,0.002948734,-0.0040081204,-0.009035252,0.011333294
EIF3E_cnv,0.0010152142,-0.00065581826,-0.006316319,0.0034965156,0.0029329928,-0.0039958823,-0.008995995,0.011310011
EMC2_cnv,0.0010230672,-0.00068297004,-0.006295437,0.0035157716,0.0028956337,-0.0039667822,-0.008902652,0.011254617
TMEM74_cnv,0.0010094987,-0.000636077,-0.006331384,0.003482502,0.0029597264,-0.0040170248,-0.0090636145,0.01135019
TRHR_cnv,0.0009855339,-0.0005534068,-0.006394608,0.0034238365,0.0030722162,-0.00410559,-0.009347092,0.011518568
NUDCD1_cnv,0.0010197498,-0.00067126844,-0.006304376,0.0035074772,0.002911562,-0.003979278,-0.008942738,0.011278404
ENY2_cnv,0.001000667,-0.00060534757,-0.006354833,0.0034606997,0.00300139,-0.0040498986,-0.009168852,0.011412676
PKHD1L1_cnv,0.0010250444,-0.0006896644,-0.006290257,0.0035205213,0.0028863,-0.0039595724,-0.008879559,0.01124091
EBAG9_cnv,0.0009609284,-0.00046843756,-0.0064595547,0.003363554,0.0031877263,-0.0041966042,-0.0096383635,0.01169159
SYBU_cnv,0.00096571073,-0.0004848144,-0.006447086,0.0033751791,0.0031656567,-0.0041790577,-0.0095823165,0.011658258
KCNV1_cnv,0.0010167519,-0.0006610402,-0.0063122828,0.0035002069,0.0029257396,-0.0039902646,-0.008978002,0.011299324
CSMD3_cnv,0.00095950346,-0.00046362402,-0.0064632893,0.0033601336,0.0031944327,-0.0042017847,-0.009654986,0.011701453
TRPS1_cnv,0.0009374721,-0.0003882004,-0.0065204185,0.003306585,0.0032951096,-0.0042825807,-0.009912552,0.0118547715
LINC00536_cnv,0.00095112436,-0.00043466175,-0.006485427,0.0033395821,0.003233823,-0.0042328076,-0.009754274,0.011760428
RNA5SP276_cnv,0.000934856,-0.00037913444,-0.0065273736,0.0033001537,0.0033074962,-0.0042922907,-0.009943657,0.011873222
EIF3H_cnv,0.00090047345,-0.00026275916,-0.0066153742,0.0032175435,0.0034620939,-0.004417053,-0.010340864,0.012109829
UTP23_cnv,0.0008894708,-0.00022645947,-0.006642906,0.0031917747,0.0035103606,-0.0044560987,-0.01046502,0.012183824
RAD21_cnv,0.00088947173,-0.00022645947,-0.006642906,0.0031917747,0.0035103606,-0.0044560987,-0.01046502,0.012183823
AARD_cnv,0.00089399144,-0.00024218485,-0.006631173,0.003202953,0.003489931,-0.0044393074,-0.010411719,0.0121520255
SLC30A8_cnv,0.00090117287,-0.000266904,-0.0066126063,0.0032205093,0.003457454,-0.004412867,-0.010327632,0.012101892
RN7SL228P_cnv,0.00090117287,-0.000266904,-0.006612608,0.0032205093,0.003457455,-0.004412867,-0.010327632,0.012101892
RN7SL826P_cnv,0.0009124465,-0.0003057518,-0.00658343,0.0032481118,0.0034063682,-0.00437131,-0.010195484,0.012023106
MED30_cnv,0.00091448333,-0.00031278282,-0.0065781306,0.003253112,0.003397067,-0.00436378,-0.010171514,0.012008834
EXT1_cnv,0.0009124465,-0.0003057518,-0.00658343,0.0032481118,0.0034063691,-0.0043713097,-0.010195484,0.012023106
SAMD12_cnv,0.0009216303,-0.00033741072,-0.0065595713,0.0032706116,0.003364523,-0.004337425,-0.010087626,0.011958849
TNFRSF11B_cnv,0.000919031,-0.00032844953,-0.0065663382,0.003264248,0.003376416,-0.0043470124,-0.010118166,0.01197704
COLEC10_cnv,0.0009252336,-0.00034986716,-0.006550193,0.0032794648,0.0033480432,-0.0043240944,-0.01004521,0.011933572
MAL2_cnv,0.00093710795,-0.00039068423,-0.0065193083,0.0033084592,0.0032936828,-0.0042804107,-0.009905951,0.01185067
ENPP2_cnv,0.0009475332,-0.00042644702,-0.00649222,0.0033338359,0.0032459283,-0.0042421417,-0.009783912,0.011778019
RN7SKP153_cnv,0.00095045473,-0.00043643732,-0.0064846333,0.0033409307,0.003232507,-0.0042314227,-0.009749724,0.011757681
TAF2_cnv,0.0009526573,-0.0004439801,-0.0064789094,0.0033462853,0.0032223938,-0.004223344,-0.00972395,0.011742346
DSCC1_cnv,0.0009526573,-0.0004439801,-0.0064789094,0.0033462853,0.0032223947,-0.004223344,-0.00972395,0.011742346
RN7SL396P_cnv,0.0009566322,-0.00045755552,-0.0064685717,0.003355926,0.0032041324,-0.004208791,-0.009677481,0.011714708
DEPTOR_cnv,0.0009567179,-0.000457854,-0.006468352,0.003356134,0.00320373,-0.004208471,-0.009676468,0.0117141
RNA5SP277_cnv,0.0009585349,-0.00046408176,-0.006463606,0.0033605695,0.0031953538,-0.004201787,-0.009655124,0.011701409
COL14A1_cnv,0.0009585358,-0.00046408176,-0.006463606,0.0033605695,0.0031953538,-0.004201787,-0.009655124,0.011701409
MRPL13_cnv,0.00095919706,-0.00046628388,-0.006461924,0.0033621397,0.0031923605,-0.004199408,-0.009647535,0.011696896
MTBP_cnv,0.00095915515,-0.00046625966,-0.0064619556,0.0033621136,0.0031924387,-0.004199471,-0.009647725,0.011697
SNTB1_cnv,0.00095831044,-0.0004633409,-0.0064641666,0.0033600517,0.0031963596,-0.0042025945,-0.009657681,0.011702929
HAS2_cnv,0.00095866807,-0.00046458002,-0.006463226,0.00336093,0.0031946972,-0.004201269,-0.009653453,0.011700412
ZHX2_cnv,0.00095990486,-0.00046888925,-0.006459959,0.0033639697,0.003188922,-0.0041966746,-0.009638794,0.011691684
DERL1_cnv,0.0009595975,-0.00046780193,-0.0064607896,0.0033632088,0.0031903759,-0.0041978345,-0.0096425,0.011693889
RNY4P5_cnv,0.0009598844,-0.0004688115,-0.0064600185,0.003363926,0.0031890217,-0.004196762,-0.009639068,0.011691842
TBC1D31_cnv,0.0009536147,-0.00044730864,-0.006476363,0.0033486704,0.0032178834,-0.004219767,-0.009712534,0.01173555
FAM83A_cnv,0.0009441711,-0.0004149573,-0.0065009296,0.0033257026,0.0032613026,-0.004254421,-0.009823108,0.011801349
ZHX1_cnv,0.00094417203,-0.0004149573,-0.0065009296,0.0033257026,0.0032613026,-0.0042544208,-0.009823106,0.011801349
ATAD2_cnv,0.0009417357,-0.00040658936,-0.006507281,0.0033197599,0.0032725176,-0.0042633726,-0.0098516885,0.011818359
WDYHV1_cnv,0.0009421585,-0.00040805433,-0.006506171,0.0033207987,0.0032705618,-0.0042618094,-0.009846687,0.011815384
FBXO32_cnv,0.0009377487,-0.00039289426,-0.006517634,0.003310035,0.0032907575,-0.0042780293,-0.009898394,0.011846177
RN7SKP155_cnv,0.00094230194,-0.0004085251,-0.0065058134,0.0033211326,0.003269934,-0.0042613023,-0.009845074,0.011814423
KLHL38_cnv,0.0009209374,-0.0003350773,-0.006561309,0.0032689637,0.003367574,-0.0043399166,-0.010095537,0.011963581
ANXA13_cnv,0.0009209374,-0.0003350773,-0.006561309,0.0032689637,0.003367574,-0.0043399166,-0.010095537,0.011963581
FAM91A1_cnv,0.0009133145,-0.00030882005,-0.0065811016,0.0032503195,0.0034022937,-0.004367999,-0.010184955,0.012016851
FER1L6_cnv,0.0009077769,-0.00028974377,-0.0065954346,0.0032367557,0.0034273816,-0.004388405,-0.010249862,0.012055526
TMEM65_cnv,0.0008992981,-0.00026050955,-0.0066174194,0.0032159886,0.0034658713,-0.004419673,-0.010349326,0.012114796
TRMT12_cnv,0.0008966662,-0.00025142496,-0.0066242404,0.0032095304,0.0034778072,-0.004429385,-0.01038021,0.012133203
RNF139_cnv,0.00089666713,-0.00025142496,-0.0066242404,0.0032095304,0.0034778072,-0.004429385,-0.010380212,0.012133203
TATDN1_cnv,0.0008929502,-0.00023857178,-0.006633863,0.003200408,0.0034946306,-0.0044431067,-0.010423839,0.01215922
NDUFB9_cnv,0.00088738464,-0.00021933671,-0.006648246,0.003186726,0.0035197474,-0.004463683,-0.010489149,0.012198184
MTSS1_cnv,0.00088678394,-0.00021727057,-0.0066497903,0.003185248,0.003522453,-0.0044659018,-0.01049619,0.012202378
LINC00964_cnv,0.00088678394,-0.00021727057,-0.0066497903,0.003185248,0.003522453,-0.0044659018,-0.01049619,0.012202378
ZNF572_cnv,0.00088483375,-0.00021037599,-0.0066549275,0.0031803465,0.0035313936,-0.0044732476,-0.010519534,0.012216311
SQLE_cnv,0.00088483375,-0.00021037599,-0.0066549275,0.0031803465,0.0035313936,-0.0044732476,-0.010519534,0.012216311
NSMCE2_cnv,0.0016716206,-0.0008280128,-0.005869407,0.0035639475,0.00204873,-0.0035243663,-0.007529422,0.010470237
RN7SL329P_cnv,0.0022716392,-0.0016290476,-0.0048635695,0.004081522,-0.00010075513,-0.0024498245,-0.0038155522,0.008403481
TRIB1_cnv,0.001989578,-0.0013293019,-0.005233854,0.0038899174,0.0006466089,-0.0028716503,-0.0052107875,0.009198519
LINC00861_cnv,0.0016674604,-0.000813561,-0.0058801956,0.0035536862,0.0020674905,-0.0035397923,-0.007578396,0.010499466
PCAT1_cnv,0.0017995909,-0.0009198929,-0.005746728,0.003620029,0.0018159291,-0.0033780094,-0.00706849,0.010201562
PCAT2_cnv,0.0012935232,-0.0005011838,-0.006272968,0.0033580852,0.0028165337,-0.004011136,-0.00907488,0.011370324
CCAT1_cnv,0.0013806028,-0.00057797134,-0.0061827004,0.0034068795,0.0026494432,-0.0038988325,-0.00872286,0.0111634685
CASC8_cnv,0.0022229496,-0.0012412556,-0.0053445008,0.0038193483,0.0010732217,-0.0028819963,-0.0055243555,0.009293576
POU5F1B_cnv,0.0043774107,-0.0035397299,-0.0016388008,0.0052464344,-0.007398759,0.0005229153,0.007065701,0.0025639841
MYC_cnv,0.0040539885,-0.0031127026,-0.0024633808,0.0049863607,-0.005342667,-0.00011202693,0.004451438,0.0038807373
PVT1_cnv,0.0037218314,-0.0026503257,-0.0035062572,0.004704331,-0.0026406422,-0.0008071959,0.0013133518,0.0054020784
